,Document_ID,Token_ID,Token_Name,Count_for_Doc,TF_IDF_for_Doc,Token_Freq_per_Docs,IDF_for_Token
18450,1,8450,significant reduction,37,0.021144525,0.009550852,1.559615788
18451,1,8451,significant result,11,0.007445746,0.002839442,1.84729786
18453,1,8453,significant trend,10,0.008254563,0.002581311,2.252762968
18458,1,8458,silent,1,0.000422903,0.000258131,1.15415068
18467,1,8467,similar group,3,0.002030658,0.000774393,1.84729786
18469,1,8469,similar result,6,0.003428842,0.001548787,1.559615788
18470,1,8470,similarly,8,0.003917676,0.002065049,1.336472237
18476,1,8476,simvastatin,3,0.001469128,0.000774393,1.336472237
18479,1,8479,singapore,1,0.000676886,0.000258131,1.84729786
18482,1,8482,single,4,0.001691613,0.001032525,1.15415068
18486,1,8486,site,8,0.003917676,0.002065049,1.336472237
18489,1,8489,sj et,1,0.000422903,0.000258131,1.15415068
18498,1,8498,slightly,4,0.001691613,0.001032525,1.15415068
18499,1,8499,slope,1,0.000571474,0.000258131,1.559615788
18502,1,8502,sm et,1,0.000422903,0.000258131,1.15415068
18507,1,8507,small number,5,0.002448547,0.001290656,1.336472237
18511,1,8511,smaller,2,0.000845807,0.000516262,1.15415068
18514,1,8514,smoked,1,0.000489709,0.000258131,1.336472237
18515,1,8515,smoker,14,0.005920647,0.003613836,1.15415068
18516,1,8516,smoker cigarette,2,0.001353772,0.000516262,1.84729786
18518,1,8518,smoking alcohol,2,0.001353772,0.000516262,1.84729786
18520,1,8520,smoking cigarette,1,0.000571474,0.000258131,1.559615788
18521,1,8521,smoking diabetes,5,0.002114517,0.001290656,1.15415068
18523,1,8523,smoking family,4,0.002285895,0.001032525,1.559615788
18525,1,8525,smoking high,1,0.000571474,0.000258131,1.559615788
18527,1,8527,smoking men,8,0.00660365,0.002065049,2.252762968
18529,1,8529,smoking race,5,0.004127281,0.001290656,2.252762968
18531,1,8531,smoking status,21,0.012000947,0.005420754,1.559615788
18532,1,8532,smoking tc,5,0.00338443,0.001290656,1.84729786
18534,1,8534,smoking year,1,0.000571474,0.000258131,1.559615788
18544,1,8544,social,3,0.00126871,0.000774393,1.15415068
18545,1,8545,social deprivation,2,0.001142947,0.000516262,1.559615788
18550,1,8550,society cardiology,3,0.00126871,0.000774393,1.15415068
18551,1,8551,society cardiovascular,1,0.000571474,0.000258131,1.559615788
18552,1,8552,society consensus,1,0.000676886,0.000258131,1.84729786
18554,1,8554,society hypertension,1,0.000489709,0.000258131,1.336472237
18555,1,8555,society invited,1,0.000571474,0.000258131,1.559615788
18557,1,8557,socioeconomic,2,0.000979419,0.000516262,1.336472237
18560,1,8560,socioeconomic status,2,0.000979419,0.000516262,1.336472237
18561,1,8561,sodium,1,0.000489709,0.000258131,1.336472237
18578,1,8578,sorted,57,0.047051009,0.014713474,2.252762968
18579,1,8579,sorted length,57,0.047051009,0.014713474,2.252762968
18580,1,8580,source,46,0.019453553,0.011874032,1.15415068
18581,1,8581,source cohort,20,0.016509126,0.005162623,2.252762968
18582,1,8582,source search,3,0.001714421,0.000774393,1.559615788
18583,1,8583,south,4,0.001691613,0.001032525,1.15415068
18593,1,8593,spain,7,0.004000316,0.001806918,1.559615788
18595,1,8595,special,6,0.002938257,0.001548787,1.336472237
18596,1,8596,special population,5,0.004127281,0.001290656,2.252762968
18601,1,8601,specific analysis,1,0.000571474,0.000258131,1.559615788
18602,1,8602,specific conclusion,5,0.004127281,0.001290656,2.252762968
18604,1,8604,specific difference,5,0.004127281,0.001290656,2.252762968
18605,1,8605,specific equation,5,0.00338443,0.001290656,1.84729786
18606,1,8606,specific mortality,1,0.000489709,0.000258131,1.336472237
18608,1,8608,specific result,8,0.00660365,0.002065049,2.252762968
18609,1,8609,specific risk,1,0.000571474,0.000258131,1.559615788
18610,1,8610,specification,27,0.02228732,0.006969541,2.252762968
18611,1,8611,specification unclear,22,0.018160038,0.005678885,2.252762968
18613,1,8613,specified,62,0.035431366,0.01600413,1.559615788
18614,1,8614,specified ig,10,0.008254563,0.002581311,2.252762968
18615,1,8615,specified nonfatal,21,0.017334582,0.005420754,2.252762968
18616,1,8616,specify,8,0.005415088,0.002065049,1.84729786
18617,1,8617,spectrum,2,0.000979419,0.000516262,1.336472237
18626,1,8626,sponsored,4,0.002707544,0.001032525,1.84729786
18640,1,8640,square,2,0.001142947,0.000516262,1.559615788
18641,1,8641,sr,8,0.003383227,0.002065049,1.15415068
18649,1,8649,stable,3,0.001714421,0.000774393,1.559615788
18650,1,8650,stable angina,2,0.001353772,0.000516262,1.84729786
18660,1,8660,standard deviation,1,0.000571474,0.000258131,1.559615788
18661,1,8661,standard error,1,0.000676886,0.000258131,1.84729786
18664,1,8664,start,2,0.000845807,0.000516262,1.15415068
18667,1,8667,stat,2,0.001353772,0.000516262,1.84729786
18668,1,8668,stat med,2,0.001353772,0.000516262,1.84729786
18670,1,8670,state mmwr,2,0.001142947,0.000516262,1.559615788
18673,1,8673,state preventive,3,0.002030658,0.000774393,1.84729786
18674,1,8674,stated,3,0.00126871,0.000774393,1.15415068
18677,1,8677,statement american,2,0.000845807,0.000516262,1.15415068
18678,1,8678,statement ann,1,0.000676886,0.000258131,1.84729786
18679,1,8679,statin,23,0.009726776,0.005937016,1.15415068
18681,1,8681,statin candidate,1,0.000571474,0.000258131,1.559615788
18683,1,8683,statin ppis,5,0.004127281,0.001290656,2.252762968
18686,1,8686,statin treatment,1,0.000489709,0.000258131,1.336472237
18687,1,8687,statin trial,1,0.000571474,0.000258131,1.559615788
18688,1,8688,statin use,2,0.000979419,0.000516262,1.336472237
18689,1,8689,statistic,8,0.003917676,0.002065049,1.336472237
18692,1,8692,statistic nr,1,0.000676886,0.000258131,1.84729786
18693,1,8693,statistic update,1,0.000571474,0.000258131,1.559615788
18694,1,8694,statistical,14,0.006855933,0.003613836,1.336472237
18696,1,8696,statistical significance,6,0.003428842,0.001548787,1.559615788
18697,1,8697,statistically,113,0.064576522,0.029168818,1.559615788
18699,1,8699,statistically significant,110,0.062862101,0.028394424,1.559615788
18700,1,8700,status,57,0.024105489,0.014713474,1.15415068
18701,1,8701,status race,12,0.009905476,0.003097574,2.252762968
18703,1,8703,status trial,5,0.004127281,0.001290656,2.252762968
18704,1,8704,steering committee,1,0.000571474,0.000258131,1.559615788
18706,1,8706,stem,5,0.004127281,0.001290656,2.252762968
18708,1,8708,stenosis,4,0.001958838,0.001032525,1.336472237
18715,1,8715,stewart,1,0.000489709,0.000258131,1.336472237
18720,1,8720,stopped,3,0.001714421,0.000774393,1.559615788
18726,1,8726,stratification,1,0.000422903,0.000258131,1.15415068
18727,1,8727,stratified,6,0.00253742,0.001548787,1.15415068
18728,1,8728,stratified analysis,2,0.001353772,0.000516262,1.84729786
18730,1,8730,stratifying,3,0.002030658,0.000774393,1.84729786
18731,1,8731,stratum,9,0.005143263,0.00232318,1.559615788
18733,1,8733,strength,8,0.003383227,0.002065049,1.15415068
18734,1,8734,strength evidence,7,0.004738202,0.001806918,1.84729786
18739,1,8739,stroke age,6,0.004952738,0.001548787,2.252762968
18740,1,8740,stroke angina,5,0.004127281,0.001290656,2.252762968
18741,1,8741,stroke ankle,6,0.004952738,0.001548787,2.252762968
18742,1,8742,stroke aspirin,6,0.004952738,0.001548787,2.252762968
18743,1,8743,stroke cause,15,0.01015329,0.003871967,1.84729786
18744,1,8744,stroke composite,6,0.004952738,0.001548787,2.252762968
18746,1,8746,stroke cvd,68,0.056131028,0.017552917,2.252762968
18747,1,8747,stroke death,17,0.011507061,0.004388229,1.84729786
18748,1,8748,stroke event,73,0.041717576,0.018843573,1.559615788
18749,1,8749,stroke fatal,11,0.009080019,0.002839442,2.252762968
18750,1,8750,stroke harm,7,0.004738202,0.001806918,1.84729786
18751,1,8751,stroke ig,83,0.068512872,0.021424884,2.252762968
18752,1,8752,stroke ischemic,7,0.004738202,0.001806918,1.84729786
18753,1,8753,stroke mi,6,0.004061316,0.001548787,1.84729786
18754,1,8754,stroke na,12,0.009905476,0.003097574,2.252762968
18755,1,8755,stroke nonfatal,20,0.016509126,0.005162623,2.252762968
18756,1,8756,stroke nr,58,0.039259386,0.014971606,1.84729786
18758,1,8758,stroke outcome,11,0.007445746,0.002839442,1.84729786
18760,1,8760,stroke primary,5,0.004127281,0.001290656,2.252762968
18761,1,8761,stroke revascularization,6,0.004952738,0.001548787,2.252762968
18762,1,8762,stroke risk,11,0.007445746,0.002839442,1.84729786
18763,1,8763,stroke rr,8,0.00660365,0.002065049,2.252762968
18764,1,8764,stroke statistic,1,0.000571474,0.000258131,1.559615788
18765,1,8765,stroke stroke,11,0.007445746,0.002839442,1.84729786
18766,1,8766,stroke study,5,0.00338443,0.001290656,1.84729786
18767,1,8767,stroke subgroup,5,0.004127281,0.001290656,2.252762968
18768,1,8768,stroke subtype,4,0.002707544,0.001032525,1.84729786
18769,1,8769,stroke table,11,0.009080019,0.002839442,2.252762968
18770,1,8770,stroke tia,11,0.007445746,0.002839442,1.84729786
18771,1,8771,stroke total,6,0.004952738,0.001548787,2.252762968
18772,1,8772,stroke trial,8,0.00660365,0.002065049,2.252762968
18773,1,8773,stroke type,12,0.008122632,0.003097574,1.84729786
18774,1,8774,stroke unknown,27,0.02228732,0.006969541,2.252762968
18775,1,8775,stroke vascular,2,0.001353772,0.000516262,1.84729786
18776,1,8776,stroke woman,6,0.004952738,0.001548787,2.252762968
18777,1,8777,strong,2,0.000845807,0.000516262,1.15415068
18778,1,8778,strong heart,1,0.000676886,0.000258131,1.84729786
18782,1,8782,structural,1,0.000489709,0.000258131,1.336472237
18785,1,8785,structured,2,0.000845807,0.000516262,1.15415068
18787,1,8787,study abbreviation,1,0.000676886,0.000258131,1.84729786
18790,1,8790,study adult,1,0.000571474,0.000258131,1.559615788
18792,1,8792,study american,2,0.001353772,0.000516262,1.84729786
18794,1,8794,study appendix,4,0.002285895,0.001032525,1.559615788
18798,1,8798,study aspirin,24,0.016245263,0.006195147,1.84729786
18800,1,8800,study atherosclerosis,5,0.002114517,0.001290656,1.15415068
18803,1,8803,study bmj,1,0.000489709,0.000258131,1.336472237
18808,1,8808,study cardiovascular,4,0.001958838,0.001032525,1.336472237
18809,1,8809,study case,4,0.001958838,0.001032525,1.336472237
18810,1,8810,study cg,9,0.007429107,0.00232318,2.252762968
18812,1,8812,study chs,1,0.000676886,0.000258131,1.84729786
18814,1,8814,study clin,1,0.000422903,0.000258131,1.15415068
18815,1,8815,study cohort,2,0.000979419,0.000516262,1.336472237
18820,1,8820,study comparison,15,0.01015329,0.003871967,1.84729786
18821,1,8821,study conducted,1,0.000489709,0.000258131,1.336472237
18823,1,8823,study consistently,1,0.000489709,0.000258131,1.336472237
18829,1,8829,study design,9,0.00380613,0.00232318,1.15415068
18832,1,8832,study did,2,0.000979419,0.000516262,1.336472237
18838,1,8838,study eur,1,0.000422903,0.000258131,1.15415068
18839,1,8839,study european,2,0.001353772,0.000516262,1.84729786
18843,1,8843,study examined,1,0.000422903,0.000258131,1.15415068
18844,1,8844,study excluded,1,0.000571474,0.000258131,1.559615788
18846,1,8846,study good,7,0.004738202,0.001806918,1.84729786
18847,1,8847,study group,2,0.000845807,0.000516262,1.15415068
18853,1,8853,study hot,14,0.011556388,0.003613836,2.252762968
18854,1,8854,study hr,4,0.002707544,0.001032525,1.84729786
18857,1,8857,study ig,10,0.008254563,0.002581311,2.252762968
18858,1,8858,study ii,1,0.000571474,0.000258131,1.559615788
18860,1,8860,study included,4,0.001958838,0.001032525,1.336472237
18867,1,8867,study kq,2,0.001142947,0.000516262,1.559615788
18871,1,8871,study limited,1,0.000571474,0.000258131,1.559615788
18874,1,8874,study men,1,0.000489709,0.000258131,1.336472237
18876,1,8876,study met,1,0.000489709,0.000258131,1.336472237
18878,1,8878,study mi,7,0.005778194,0.001806918,2.252762968
18887,1,8887,study observation,7,0.004738202,0.001806918,1.84729786
18889,1,8889,study outcome,1,0.000676886,0.000258131,1.84729786
18891,1,8891,study patient,1,0.000422903,0.000258131,1.15415068
18895,1,8895,study popadad,13,0.008799518,0.003355705,1.84729786
18899,1,8899,study published,2,0.000845807,0.000516262,1.15415068
18900,1,8900,study quality,9,0.006091974,0.00232318,1.84729786
18901,1,8901,study randomized,1,0.000571474,0.000258131,1.559615788
18902,1,8902,study rated,2,0.001353772,0.000516262,1.84729786
18903,1,8903,study reference,27,0.018275921,0.006969541,1.84729786
18904,1,8904,study reported,4,0.001691613,0.001032525,1.15415068
18905,1,8905,study reporting,3,0.001714421,0.000774393,1.559615788
18910,1,8910,study selection,5,0.002857368,0.001290656,1.559615788
18911,1,8911,study showed,1,0.000489709,0.000258131,1.336472237
18917,1,8917,study stroke,3,0.001714421,0.000774393,1.559615788
18920,1,8920,study suggested,1,0.000571474,0.000258131,1.559615788
18924,1,8924,study using,2,0.000845807,0.000516262,1.15415068
18925,1,8925,study wa,3,0.00126871,0.000774393,1.15415068
18926,1,8926,study woman,2,0.001142947,0.000516262,1.559615788
18929,1,8929,stunning,5,0.004127281,0.001290656,2.252762968
18930,1,8930,sub,4,0.001958838,0.001032525,1.336472237
18931,1,8931,subanalysis,5,0.002857368,0.001290656,1.559615788
18932,1,8932,subarachnoid,6,0.004061316,0.001548787,1.84729786
18938,1,8938,subdural,7,0.004738202,0.001806918,1.84729786
18939,1,8939,subdural hemorrhage,3,0.002030658,0.000774393,1.84729786
18940,1,8940,subgroup age,11,0.007445746,0.002839442,1.84729786
18941,1,8941,subgroup analysis,48,0.023506056,0.012390294,1.336472237
18943,1,8943,subgroup based,1,0.000676886,0.000258131,1.84729786
18944,1,8944,subgroup composite,21,0.017334582,0.005420754,2.252762968
18945,1,8945,subgroup total,31,0.020983465,0.008002065,1.84729786
18947,1,8947,subpopulation,38,0.021715999,0.009808983,1.559615788
18949,1,8949,subsequently,1,0.000489709,0.000258131,1.336472237
18950,1,8950,subset,1,0.000489709,0.000258131,1.336472237
18951,1,8951,substance,2,0.001142947,0.000516262,1.559615788
18952,1,8952,substantial,3,0.001469128,0.000774393,1.336472237
18953,1,8953,substantially,2,0.000845807,0.000516262,1.15415068
18954,1,8954,substitute,1,0.000422903,0.000258131,1.15415068
18955,1,8955,subtracting,2,0.001353772,0.000516262,1.84729786
18956,1,8956,subtype,5,0.00338443,0.001290656,1.84729786
18959,1,8959,sudden,24,0.01014968,0.006195147,1.15415068
18960,1,8960,sudden cardiac,2,0.000979419,0.000516262,1.336472237
18961,1,8961,sudden death,19,0.008035163,0.004904491,1.15415068
18963,1,8963,sufficient,1,0.000422903,0.000258131,1.15415068
18964,1,8964,sufficiently,2,0.001353772,0.000516262,1.84729786
18967,1,8967,suggesting,2,0.000979419,0.000516262,1.336472237
18968,1,8968,suggestion,2,0.001142947,0.000516262,1.559615788
18969,1,8969,suggests,5,0.002114517,0.001290656,1.15415068
18973,1,8973,sullivan,1,0.000676886,0.000258131,1.84729786
18974,1,8974,sum,1,0.000422903,0.000258131,1.15415068
18975,1,8975,summarized,1,0.000422903,0.000258131,1.15415068
18976,1,8976,summary,59,0.024951296,0.015229737,1.15415068
18977,1,8977,summary evidence,11,0.00628621,0.002839442,1.559615788
18978,1,8978,summary finding,7,0.004000316,0.001806918,1.559615788
18979,1,8979,summary report,1,0.000489709,0.000258131,1.336472237
18980,1,8980,summary result,18,0.014858213,0.00464636,2.252762968
18981,1,8981,sun,2,0.000845807,0.000516262,1.15415068
18986,1,8986,suppl,3,0.00126871,0.000774393,1.15415068
18987,1,8987,suppl pmid,1,0.000571474,0.000258131,1.559615788
18988,1,8988,supplement,3,0.00126871,0.000774393,1.15415068
18993,1,8993,supplemented,2,0.000979419,0.000516262,1.336472237
18994,1,8994,supplied,1,0.000571474,0.000258131,1.559615788
18996,1,8996,supported,1,0.000571474,0.000258131,1.559615788
19005,1,9005,surveillance,1,0.000422903,0.000258131,1.15415068
19007,1,9007,survival,1,0.000489709,0.000258131,1.336472237
19015,1,9015,swedish,5,0.002857368,0.001290656,1.559615788
19027,1,9027,synthesis,17,0.008325061,0.004388229,1.336472237
19028,1,9028,synthesis ahrq,4,0.002707544,0.001032525,1.84729786
19029,1,9029,synthesis analysis,3,0.001714421,0.000774393,1.559615788
19030,1,9030,synthesis number,3,0.001714421,0.000774393,1.559615788
19034,1,9034,systematic coronary,2,0.001353772,0.000516262,1.84729786
19035,1,9035,systematic evidence,8,0.004571789,0.002065049,1.559615788
19036,1,9036,systematically,1,0.000489709,0.000258131,1.336472237
19040,1,9040,systolic blood,6,0.00253742,0.001548787,1.15415068
19048,1,9048,table age,11,0.007445746,0.002839442,1.84729786
19049,1,9049,table appendix,2,0.001142947,0.000516262,1.559615788
19050,1,9050,table aspirin,6,0.004952738,0.001548787,2.252762968
19055,1,9055,table diabetes,20,0.016509126,0.005162623,2.252762968
19057,1,9057,table effect,6,0.003428842,0.001548787,1.559615788
19059,1,9059,table harm,4,0.002707544,0.001032525,1.84729786
19061,1,9061,table included,1,0.000571474,0.000258131,1.559615788
19062,1,9062,table inclusion,2,0.001142947,0.000516262,1.559615788
19063,1,9063,table methodological,4,0.002707544,0.001032525,1.84729786
19064,1,9064,table present,3,0.002030658,0.000774393,1.84729786
19065,1,9065,table primary,3,0.001714421,0.000774393,1.559615788
19066,1,9066,table quality,2,0.001142947,0.000516262,1.559615788
19068,1,9068,table recommendation,2,0.001142947,0.000516262,1.559615788
19069,1,9069,table result,7,0.004738202,0.001806918,1.84729786
19070,1,9070,table rexrode,7,0.005778194,0.001806918,2.252762968
19071,1,9071,table risk,12,0.008122632,0.003097574,1.84729786
19073,1,9073,table sensitivity,13,0.010730932,0.003355705,2.252762968
19074,1,9074,table sex,23,0.015568377,0.005937016,1.84729786
19075,1,9075,table study,1,0.000571474,0.000258131,1.559615788
19076,1,9076,table summary,21,0.010283899,0.005420754,1.336472237
19077,1,9077,table table,2,0.000979419,0.000516262,1.336472237
19078,1,9078,table trial,15,0.008572105,0.003871967,1.559615788
19080,1,9080,tablet,17,0.008325061,0.004388229,1.336472237
19081,1,9081,tablet enteric,6,0.004061316,0.001548787,1.84729786
19085,1,9085,taking asa,7,0.005778194,0.001806918,2.252762968
19086,1,9086,taking aspirin,8,0.004571789,0.002065049,1.559615788
19087,1,9087,taking statin,4,0.002285895,0.001032525,1.559615788
19092,1,9092,target,4,0.001691613,0.001032525,1.15415068
19099,1,9099,task order,2,0.001142947,0.000516262,1.559615788
19103,1,9103,tc,27,0.01141839,0.006969541,1.15415068
19105,1,9105,tc hdl,10,0.005714736,0.002581311,1.559615788
19107,1,9107,tc mg,7,0.003427966,0.001806918,1.336472237
19109,1,9109,tc total,3,0.001469128,0.000774393,1.336472237
19123,1,9123,tend,1,0.000571474,0.000258131,1.559615788
19124,1,9124,tendency,2,0.001142947,0.000516262,1.559615788
19127,1,9127,teramoto,2,0.001353772,0.000516262,1.84729786
19130,1,9130,term followup,1,0.000676886,0.000258131,1.84729786
19141,1,9141,test nr,2,0.001353772,0.000516262,1.84729786
19143,1,9143,test rr,6,0.004952738,0.001548787,2.252762968
19146,1,9146,testing reported,1,0.000676886,0.000258131,1.84729786
19147,1,9147,testing wa,2,0.001142947,0.000516262,1.559615788
19150,1,9150,text,4,0.001958838,0.001032525,1.336472237
19151,1,9151,text article,3,0.001714421,0.000774393,1.559615788
19152,1,9152,tg,3,0.00126871,0.000774393,1.15415068
19155,1,9155,tg triglyceride,1,0.000571474,0.000258131,1.559615788
19156,1,9156,th,2,0.000845807,0.000516262,1.15415068
19166,1,9166,therapy aspirin,1,0.000571474,0.000258131,1.559615788
19169,1,9169,therapy patient,1,0.000489709,0.000258131,1.336472237
19173,1,9173,thickness,1,0.000489709,0.000258131,1.336472237
19178,1,9178,thomson,1,0.000422903,0.000258131,1.15415068
19183,1,9183,thromb,1,0.000422903,0.000258131,1.15415068
19186,1,9186,thrombosis,26,0.010995486,0.006711409,1.15415068
19187,1,9187,thrombosis prevention,18,0.014858213,0.00464636,2.252762968
19189,1,9189,thromboxane,4,0.003301825,0.001032525,2.252762968
19191,1,9191,ti,60,0.025374199,0.015487868,1.15415068
19192,1,9192,ti ab,59,0.033716945,0.015229737,1.559615788
19193,1,9193,tia,29,0.019629693,0.007485803,1.84729786
19195,1,9195,tia nonfatal,8,0.00660365,0.002065049,2.252762968
19196,1,9196,tia transient,8,0.005415088,0.002065049,1.84729786
19197,1,9197,tiab,49,0.028002209,0.012648425,1.559615788
19198,1,9198,tiab cerebrovascular,4,0.003301825,0.001032525,2.252762968
19199,1,9199,tiab coronary,7,0.004738202,0.001806918,1.84729786
19200,1,9200,tiab heart,6,0.004952738,0.001548787,2.252762968
19202,1,9202,tiab myocardial,8,0.00660365,0.002065049,2.252762968
19203,1,9203,tiab search,2,0.001142947,0.000516262,1.559615788
19207,1,9207,time event,9,0.006091974,0.00232318,1.84729786
19209,1,9209,time horizon,13,0.008799518,0.003355705,1.84729786
19210,1,9210,time period,15,0.008572105,0.003871967,1.559615788
19214,1,9214,time year,1,0.000489709,0.000258131,1.336472237
19217,1,9217,timing,6,0.004061316,0.001548787,1.84729786
19223,1,9223,title,3,0.001714421,0.000774393,1.559615788
19224,1,9224,title abstract,2,0.001142947,0.000516262,1.559615788
19228,1,9228,tj,1,0.000422903,0.000258131,1.15415068
19237,1,9237,tocopherol,1,0.000489709,0.000258131,1.336472237
19241,1,9241,tolerability,2,0.001142947,0.000516262,1.559615788
19257,1,9257,total,253,0.106994541,0.065307176,1.15415068
19258,1,9258,total cholesterol,11,0.005386804,0.002839442,1.336472237
19260,1,9260,total cv,3,0.002030658,0.000774393,1.84729786
19261,1,9261,total cvd,11,0.007445746,0.002839442,1.84729786
19263,1,9263,total event,5,0.004127281,0.001290656,2.252762968
19264,1,9264,total fatal,31,0.025589145,0.008002065,2.252762968
19265,1,9265,total hemorrhagic,12,0.008122632,0.003097574,1.84729786
19266,1,9266,total ischemic,10,0.00676886,0.002581311,1.84729786
19269,1,9269,total mi,77,0.063560135,0.019876097,2.252762968
19270,1,9270,total mortality,2,0.001142947,0.000516262,1.559615788
19272,1,9272,total stroke,79,0.053473992,0.020392359,1.84729786
19273,1,9273,toxicity,1,0.000676886,0.000258131,1.84729786
19274,1,9274,tpt,65,0.053654659,0.016778523,2.252762968
19275,1,9275,tpt author,5,0.004127281,0.001290656,2.252762968
19276,1,9276,tpt ppp,11,0.009080019,0.002839442,2.252762968
19277,1,9277,tpt thrombosis,14,0.011556388,0.003613836,2.252762968
19278,1,9278,tpt tpt,5,0.004127281,0.001290656,2.252762968
19300,1,9300,transfusion,14,0.009476404,0.003613836,1.84729786
19301,1,9301,transient,11,0.004651937,0.002839442,1.15415068
19302,1,9302,transient ischemic,10,0.004897095,0.002581311,1.336472237
19313,1,9313,treated,20,0.008458066,0.005162623,1.15415068
19314,1,9314,treated hypertensive,5,0.004127281,0.001290656,2.252762968
19317,1,9317,treatment arm,3,0.002030658,0.000774393,1.84729786
19318,1,9318,treatment assignment,16,0.013207301,0.004130098,2.252762968
19319,1,9319,treatment benefit,4,0.002707544,0.001032525,1.84729786
19322,1,9322,treatment diabetic,19,0.012860833,0.004904491,1.84729786
19324,1,9324,treatment effect,12,0.005876514,0.003097574,1.336472237
19325,1,9325,treatment group,6,0.003428842,0.001548787,1.559615788
19327,1,9327,treatment high,2,0.000979419,0.000516262,1.336472237
19328,1,9328,treatment hot,5,0.004127281,0.001290656,2.252762968
19333,1,9333,treatment panel,6,0.003428842,0.001548787,1.559615788
19334,1,9334,treatment patient,1,0.000571474,0.000258131,1.559615788
19336,1,9336,treatment prevent,3,0.002030658,0.000774393,1.84729786
19339,1,9339,treatment study,16,0.009143578,0.004130098,1.559615788
19341,1,9341,treatment trial,2,0.001142947,0.000516262,1.559615788
19345,1,9345,trend favoring,7,0.005778194,0.001806918,2.252762968
19347,1,9347,trial abi,2,0.001353772,0.000516262,1.84729786
19348,1,9348,trial adj,4,0.002707544,0.001032525,1.84729786
19349,1,9349,trial appendix,2,0.001142947,0.000516262,1.559615788
19350,1,9350,trial aspirin,26,0.017599035,0.006711409,1.84729786
19351,1,9351,trial author,2,0.001353772,0.000516262,1.84729786
19352,1,9352,trial bmd,6,0.004952738,0.001548787,2.252762968
19353,1,9353,trial bmj,4,0.001958838,0.001032525,1.336472237
19354,1,9354,trial cardiovascular,4,0.002285895,0.001032525,1.559615788
19355,1,9355,trial characteristic,11,0.009080019,0.002839442,2.252762968
19360,1,9360,trial conducted,22,0.014891491,0.005678885,1.84729786
19361,1,9361,trial contributed,5,0.004127281,0.001290656,2.252762968
19364,1,9364,trial diabetes,8,0.004571789,0.002065049,1.559615788
19365,1,9365,trial did,10,0.005714736,0.002581311,1.559615788
19367,1,9367,trial dm,11,0.007445746,0.002839442,1.84729786
19368,1,9368,trial dos,11,0.009080019,0.002839442,2.252762968
19369,1,9369,trial duration,7,0.005778194,0.001806918,2.252762968
19373,1,9373,trial excluded,2,0.001353772,0.000516262,1.84729786
19374,1,9374,trial female,4,0.002707544,0.001032525,1.84729786
19375,1,9375,trial heart,3,0.001469128,0.000774393,1.336472237
19376,1,9376,trial hot,5,0.004127281,0.001290656,2.252762968
19377,1,9377,trial included,10,0.004229033,0.002581311,1.15415068
19378,1,9378,trial including,5,0.004127281,0.001290656,2.252762968
19381,1,9381,trial involved,3,0.002030658,0.000774393,1.84729786
19382,1,9382,trial journal,4,0.002707544,0.001032525,1.84729786
19383,1,9383,trial lancet,2,0.000979419,0.000516262,1.336472237
19384,1,9384,trial low,5,0.004127281,0.001290656,2.252762968
19385,1,9385,trial male,12,0.009905476,0.003097574,2.252762968
19386,1,9386,trial meta,2,0.001142947,0.000516262,1.559615788
19387,1,9387,trial participant,2,0.001142947,0.000516262,1.559615788
19388,1,9388,trial patient,2,0.000979419,0.000516262,1.336472237
19389,1,9389,trial performed,8,0.00660365,0.002065049,2.252762968
19390,1,9390,trial powered,6,0.004952738,0.001548787,2.252762968
19391,1,9391,trial primary,12,0.008122632,0.003097574,1.84729786
19392,1,9392,trial provided,5,0.00338443,0.001290656,1.84729786
19393,1,9393,trial published,4,0.002707544,0.001032525,1.84729786
19395,1,9395,trial recruited,7,0.004738202,0.001806918,1.84729786
19396,1,9396,trial report,3,0.002030658,0.000774393,1.84729786
19397,1,9397,trial reported,89,0.050861155,0.022973671,1.559615788
19398,1,9398,trial reporting,10,0.00676886,0.002581311,1.84729786
19399,1,9399,trial rrs,5,0.004127281,0.001290656,2.252762968
19400,1,9400,trial showed,50,0.033844299,0.012906557,1.84729786
19401,1,9401,trial statin,1,0.000489709,0.000258131,1.336472237
19402,1,9402,trial ti,2,0.001353772,0.000516262,1.84729786
19403,1,9403,trial topic,3,0.002030658,0.000774393,1.84729786
19404,1,9404,trial total,7,0.005778194,0.001806918,2.252762968
19405,1,9405,trial trial,12,0.006857684,0.003097574,1.559615788
19407,1,9407,trial used,9,0.004407385,0.00232318,1.336472237
19408,1,9408,trial using,10,0.008254563,0.002581311,2.252762968
19409,1,9409,trial wa,9,0.005143263,0.00232318,1.559615788
19410,1,9410,trial whs,14,0.011556388,0.003613836,2.252762968
19411,1,9411,trial year,2,0.001353772,0.000516262,1.84729786
19412,1,9412,trialists,5,0.002857368,0.001290656,1.559615788
19420,1,9420,triglyceride,1,0.000489709,0.000258131,1.336472237
19428,1,9428,truncation,2,0.001142947,0.000516262,1.559615788
19433,1,9433,turn,1,0.000676886,0.000258131,1.84729786
19435,1,9435,tw,4,0.002285895,0.001032525,1.559615788
19440,1,9440,type analysis,27,0.018275921,0.006969541,1.84729786
19443,1,9443,type diabetic,2,0.000979419,0.000516262,1.336472237
19444,1,9444,type dm,7,0.005778194,0.001806918,2.252762968
19445,1,9445,type ig,7,0.005778194,0.001806918,2.252762968
19448,1,9448,type nr,14,0.011556388,0.003613836,2.252762968
